               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  57,            0.026543,           0.0085585,            0.003925,             0.95957,             0.93219,             0.95923,             0.66762,            0.024924,           0.0066287,           0.0039754,            0.004456,            0.004456,            0.004456
                  58,            0.027155,           0.0085525,           0.0036117,              0.9513,             0.93975,             0.95739,             0.66714,            0.025077,           0.0065467,           0.0036942,            0.004357,            0.004357,            0.004357
                  59,            0.026362,           0.0086468,           0.0036457,              0.9643,             0.93687,             0.96348,             0.69273,            0.024008,           0.0064412,           0.0036287,            0.004258,            0.004258,            0.004258
                  60,            0.026837,           0.0085295,           0.0038827,             0.97429,             0.92828,              0.9612,             0.68945,            0.024419,           0.0065477,           0.0037178,            0.004159,            0.004159,            0.004159
                  61,            0.025819,           0.0083682,           0.0037195,             0.94931,             0.93903,             0.96081,             0.68625,            0.024127,           0.0065878,            0.003535,             0.00406,             0.00406,             0.00406
                  62,            0.025735,           0.0081559,             0.00342,             0.93524,             0.94265,             0.96296,             0.68828,            0.024177,           0.0064746,           0.0036219,            0.003961,            0.003961,            0.003961
                  63,            0.025635,           0.0083201,           0.0036176,             0.95692,             0.93256,             0.95991,             0.67981,             0.02435,           0.0065246,           0.0035978,            0.003862,            0.003862,            0.003862
                  64,            0.024786,           0.0082263,           0.0033143,             0.94261,             0.94943,             0.96246,             0.68491,            0.024008,           0.0063898,           0.0035061,            0.003763,            0.003763,            0.003763
                  65,             0.02523,           0.0082334,           0.0034152,             0.95897,             0.93294,             0.96081,             0.67774,            0.024372,           0.0064707,           0.0035669,            0.003664,            0.003664,            0.003664
                  66,             0.02522,           0.0084474,            0.003685,             0.96429,             0.93068,             0.96288,             0.67819,            0.024512,           0.0063905,           0.0037179,            0.003565,            0.003565,            0.003565
                  67,            0.024782,           0.0082285,           0.0032265,             0.96571,             0.93338,             0.96166,             0.68465,            0.024149,           0.0064025,           0.0035471,            0.003466,            0.003466,            0.003466
                  68,            0.024889,           0.0081531,           0.0031974,             0.96498,             0.93609,             0.96479,             0.68523,            0.023984,           0.0063294,           0.0036589,            0.003367,            0.003367,            0.003367
                  69,            0.024563,           0.0081582,           0.0032084,             0.95328,              0.9433,             0.96223,             0.67642,            0.024566,           0.0064656,           0.0036491,            0.003268,            0.003268,            0.003268
                  70,            0.024235,           0.0081385,           0.0030329,             0.95852,             0.92178,             0.95616,             0.67774,            0.024461,           0.0063326,           0.0036589,            0.003169,            0.003169,            0.003169
                  71,            0.024256,           0.0082232,           0.0033441,             0.96251,             0.94296,             0.96556,             0.68802,            0.023987,           0.0062966,           0.0035607,             0.00307,             0.00307,             0.00307
                  72,             0.02363,           0.0078005,           0.0031931,             0.94701,             0.94171,             0.96337,             0.68275,            0.023806,           0.0063447,           0.0036784,            0.002971,            0.002971,            0.002971
                  73,            0.023589,           0.0079985,           0.0032848,             0.95998,             0.94146,             0.96544,             0.69174,            0.023475,           0.0063157,           0.0035166,            0.002872,            0.002872,            0.002872
                  74,            0.023676,           0.0081686,           0.0033651,             0.95686,             0.94596,               0.972,             0.68694,            0.023813,           0.0062938,           0.0034566,            0.002773,            0.002773,            0.002773
                  75,            0.023315,           0.0079412,            0.003128,             0.96394,             0.94623,             0.96811,             0.69085,            0.023757,           0.0061687,           0.0034215,            0.002674,            0.002674,            0.002674
                  76,            0.023498,           0.0080571,           0.0032734,             0.95845,             0.94335,             0.96637,             0.69376,            0.023567,           0.0061386,           0.0034199,            0.002575,            0.002575,            0.002575
                  77,            0.023323,            0.007844,           0.0029709,             0.96349,             0.93713,             0.96118,             0.69227,            0.023626,           0.0062379,           0.0036067,            0.002476,            0.002476,            0.002476
                  78,            0.023131,            0.007753,           0.0032772,             0.96071,             0.93911,             0.95702,             0.68723,            0.023415,           0.0062094,           0.0036472,            0.002377,            0.002377,            0.002377
                  79,            0.022846,           0.0079342,           0.0031102,             0.95632,             0.94428,             0.96159,             0.69241,            0.023325,           0.0062078,           0.0035942,            0.002278,            0.002278,            0.002278
