               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  94,            0.011676,           0.0076255,           0.0018235,             0.95808,             0.95057,             0.97059,             0.85766,            0.008985,           0.0039637,           0.0021248,            0.003862,            0.003862,            0.003862
                  95,            0.011698,           0.0076348,           0.0018316,             0.95867,             0.95151,             0.97225,             0.85713,           0.0090364,           0.0039653,           0.0020965,            0.003796,            0.003796,            0.003796
                  96,             0.01154,           0.0074924,           0.0017991,             0.95747,             0.95478,             0.97192,             0.85768,           0.0090402,           0.0039963,           0.0020447,             0.00373,             0.00373,             0.00373
                  97,             0.01155,           0.0075149,           0.0018459,              0.9577,             0.95244,             0.97071,             0.85565,           0.0089736,           0.0039764,           0.0020165,            0.003664,            0.003664,            0.003664
                  98,            0.011635,           0.0075369,           0.0017417,              0.9568,               0.956,             0.97165,             0.85948,           0.0088818,           0.0039563,           0.0019767,            0.003598,            0.003598,            0.003598
                  99,            0.011249,           0.0074706,           0.0017727,             0.95901,             0.95267,             0.97137,             0.85836,           0.0088633,            0.003961,           0.0021028,            0.003532,            0.003532,            0.003532
                 100,            0.011218,           0.0074879,           0.0016699,             0.95747,             0.95603,              0.9716,              0.8589,           0.0088593,           0.0039683,           0.0020322,            0.003466,            0.003466,            0.003466
                 101,             0.01123,           0.0074406,           0.0018041,             0.95745,             0.95713,             0.97143,             0.85953,            0.008822,           0.0039528,           0.0021103,              0.0034,              0.0034,              0.0034
                 102,            0.011136,           0.0072818,           0.0017195,             0.95448,             0.95841,             0.97156,             0.86038,           0.0087682,           0.0039252,           0.0020928,            0.003334,            0.003334,            0.003334
                 103,             0.01101,           0.0073388,           0.0016762,             0.96044,             0.95234,             0.97254,             0.86111,           0.0087027,           0.0038965,            0.002083,            0.003268,            0.003268,            0.003268
                 104,            0.011028,           0.0072937,           0.0017132,             0.96476,             0.94932,             0.97181,             0.86085,           0.0087149,           0.0038921,           0.0020219,            0.003202,            0.003202,            0.003202
                 105,            0.011024,           0.0073182,           0.0016405,             0.95507,             0.96057,              0.9717,             0.86098,            0.008666,           0.0038849,            0.002045,            0.003136,            0.003136,            0.003136
                 106,             0.01074,           0.0072503,           0.0016733,             0.96065,             0.95874,             0.97232,             0.86083,            0.008661,           0.0038639,            0.002023,             0.00307,             0.00307,             0.00307
                 107,            0.010832,             0.00729,           0.0016023,             0.96291,              0.9542,             0.97093,             0.85998,           0.0087355,            0.003891,           0.0020546,            0.003004,            0.003004,            0.003004
                 108,            0.010611,           0.0071564,           0.0016038,             0.96314,             0.95235,             0.97085,             0.85969,           0.0086934,            0.003871,            0.002045,            0.002938,            0.002938,            0.002938
                 109,            0.010651,           0.0072016,           0.0015333,             0.96295,             0.95619,             0.97109,             0.86111,           0.0086218,           0.0038636,           0.0019774,            0.002872,            0.002872,            0.002872
                 110,            0.010562,           0.0070718,           0.0015543,             0.96349,             0.95467,             0.97056,             0.86103,           0.0086487,           0.0038456,           0.0020418,            0.002806,            0.002806,            0.002806
                 111,            0.010502,           0.0070152,           0.0016448,             0.96462,             0.95174,             0.96943,              0.8602,           0.0086571,            0.003865,           0.0020897,             0.00274,             0.00274,             0.00274
                 112,            0.010317,           0.0070412,           0.0015294,              0.9655,             0.95353,             0.97102,             0.86272,           0.0085988,            0.003837,           0.0020784,            0.002674,            0.002674,            0.002674
                 113,            0.010283,           0.0069805,           0.0015502,             0.96482,             0.95411,             0.97115,             0.86234,           0.0085868,           0.0038508,           0.0020667,            0.002608,            0.002608,            0.002608
                 114,             0.01023,            0.007021,             0.00153,             0.96188,             0.95655,             0.97043,              0.8606,           0.0085784,           0.0038491,           0.0020606,            0.002542,            0.002542,            0.002542
                 115,            0.010252,           0.0069149,           0.0015145,             0.95855,              0.9574,             0.97092,             0.86102,           0.0085835,           0.0038406,           0.0020494,            0.002476,            0.002476,            0.002476
                 116,            0.010041,           0.0068319,           0.0014432,             0.96203,             0.95901,              0.9719,             0.86397,           0.0085011,           0.0038268,           0.0020436,             0.00241,             0.00241,             0.00241
                 117,           0.0099582,           0.0069487,           0.0014164,             0.96263,             0.95801,             0.97242,             0.86439,           0.0084948,           0.0037953,           0.0020286,            0.002344,            0.002344,            0.002344
