               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.027169,            0.009463,           0.0050551,             0.89687,             0.86573,             0.92609,             0.68867,            0.021525,           0.0047759,           0.0039627,             0.00769,             0.00769,             0.00769
                  37,            0.027083,           0.0093575,           0.0049451,             0.90564,             0.87165,             0.93128,             0.69344,            0.020937,           0.0046879,           0.0036347,            0.007624,            0.007624,            0.007624
                  38,            0.026919,           0.0092426,           0.0048178,             0.83312,              0.7459,             0.80942,             0.57757,            0.026709,           0.0057413,           0.0061046,            0.007558,            0.007558,            0.007558
                  39,            0.026792,           0.0093806,           0.0047727,              0.8909,               0.872,             0.91548,             0.67909,            0.021481,           0.0047875,           0.0041139,            0.007492,            0.007492,            0.007492
                  40,            0.026572,           0.0093549,           0.0047775,             0.86731,             0.84286,             0.88869,             0.64298,            0.022691,           0.0050338,            0.004732,            0.007426,            0.007426,            0.007426
                  41,            0.026524,           0.0092324,           0.0046898,              0.9227,             0.89126,             0.92579,             0.68925,            0.020426,           0.0045875,           0.0039094,             0.00736,             0.00736,             0.00736
                  42,            0.026437,           0.0092321,           0.0047315,             0.86727,             0.81063,             0.88327,             0.64107,            0.023414,           0.0052328,           0.0047789,            0.007294,            0.007294,            0.007294
                  43,            0.026348,           0.0092663,           0.0045967,             0.92119,             0.89974,             0.93228,             0.69818,            0.020184,           0.0045667,            0.004098,            0.007228,            0.007228,            0.007228
                  44,            0.026117,           0.0092327,           0.0047935,             0.91429,             0.88851,             0.92745,              0.7079,            0.019703,           0.0046028,           0.0040391,            0.007162,            0.007162,            0.007162
                  45,            0.025973,           0.0091316,           0.0047124,             0.92014,             0.88885,             0.92262,             0.69749,            0.020706,           0.0047364,           0.0041017,            0.007096,            0.007096,            0.007096
                  46,            0.025763,           0.0091313,           0.0045465,             0.89555,              0.8869,             0.92356,             0.70484,             0.01992,           0.0046974,           0.0039508,             0.00703,             0.00703,             0.00703
                  47,            0.025719,           0.0091601,           0.0044331,             0.92924,             0.90055,             0.93441,             0.71303,            0.019638,           0.0045527,           0.0035866,            0.006964,            0.006964,            0.006964
                  48,            0.025467,           0.0090109,           0.0044582,             0.90045,             0.87946,             0.92411,             0.69472,            0.020634,           0.0046818,           0.0040854,            0.006898,            0.006898,            0.006898
                  49,            0.025426,           0.0089752,           0.0045391,             0.93469,             0.89066,             0.93685,             0.71588,            0.019441,           0.0045045,           0.0035713,            0.006832,            0.006832,            0.006832
                  50,            0.025278,           0.0089682,           0.0044431,              0.9199,              0.9006,             0.94187,             0.71773,            0.019524,           0.0045988,           0.0036481,            0.006766,            0.006766,            0.006766
                  51,             0.02495,           0.0088524,            0.004382,             0.90789,             0.90386,              0.9288,             0.70771,            0.019954,           0.0044622,           0.0037052,              0.0067,              0.0067,              0.0067
                  52,            0.024969,           0.0088338,           0.0044824,             0.87702,             0.83529,             0.88083,             0.64517,            0.022421,           0.0050219,           0.0046007,            0.006634,            0.006634,            0.006634
                  53,            0.024909,           0.0088039,            0.004314,             0.90016,             0.88881,             0.93488,             0.71033,            0.019723,           0.0045421,           0.0035602,            0.006568,            0.006568,            0.006568
                  54,            0.024601,           0.0087152,           0.0042695,             0.92559,             0.89919,             0.93465,             0.71053,            0.019225,           0.0044298,            0.003579,            0.006502,            0.006502,            0.006502
                  55,            0.024678,           0.0086826,           0.0042256,             0.92169,             0.89988,             0.94149,             0.72887,             0.01859,           0.0043607,           0.0036887,            0.006436,            0.006436,            0.006436
                  56,            0.024572,           0.0087488,           0.0042812,             0.89933,              0.8869,             0.92888,              0.7199,            0.018691,           0.0044246,           0.0038689,             0.00637,             0.00637,             0.00637
                  57,            0.024516,           0.0087169,           0.0043441,             0.92286,             0.89926,             0.93759,             0.72301,            0.018686,           0.0044158,           0.0035595,            0.006304,            0.006304,            0.006304
                  58,            0.024302,            0.008683,           0.0042855,             0.90863,             0.90772,             0.94061,              0.7282,            0.018549,           0.0043358,           0.0034268,            0.006238,            0.006238,            0.006238
                  59,            0.024175,           0.0086541,            0.004195,             0.93495,             0.90171,             0.93938,             0.73206,            0.018581,           0.0043619,           0.0036016,            0.006172,            0.006172,            0.006172
                  60,            0.024078,           0.0086184,           0.0041533,             0.92331,             0.89977,             0.93483,             0.72434,             0.01843,           0.0043532,           0.0035819,            0.006106,            0.006106,            0.006106
                  61,            0.023762,           0.0085162,           0.0040821,              0.9269,             0.91385,             0.94278,             0.73506,            0.018112,           0.0042421,            0.003338,             0.00604,             0.00604,             0.00604
                  62,            0.023745,           0.0085783,           0.0041174,             0.93288,             0.91312,             0.94269,              0.7302,            0.018739,           0.0042131,           0.0033619,            0.005974,            0.005974,            0.005974
                  63,            0.023945,           0.0085283,           0.0040908,             0.94285,             0.90466,             0.94249,             0.73361,            0.018257,           0.0043048,           0.0033282,            0.005908,            0.005908,            0.005908
                  64,            0.023709,           0.0084541,           0.0039545,             0.92642,              0.8981,             0.93433,             0.72471,            0.018407,           0.0042849,            0.003539,            0.005842,            0.005842,            0.005842
                  65,            0.023583,           0.0084783,           0.0040661,             0.94478,             0.91186,             0.94409,             0.74065,            0.017797,           0.0041338,           0.0035122,            0.005776,            0.005776,            0.005776
                  66,             0.02336,           0.0083873,           0.0040785,             0.93279,             0.91705,             0.94558,             0.74103,            0.017767,           0.0041347,           0.0033255,             0.00571,             0.00571,             0.00571
                  67,            0.023726,           0.0085267,           0.0039994,              0.9184,             0.90514,             0.93691,             0.73047,            0.018337,           0.0043309,           0.0035582,            0.005644,            0.005644,            0.005644
                  68,            0.023412,           0.0082932,            0.004038,             0.92847,              0.9129,             0.94394,              0.7369,            0.018105,           0.0042711,           0.0035298,            0.005578,            0.005578,            0.005578
                  69,            0.023025,           0.0082871,           0.0039139,             0.92636,             0.90631,             0.94325,              0.7375,            0.017968,           0.0042344,           0.0034367,            0.005512,            0.005512,            0.005512
                  70,            0.023161,           0.0084223,           0.0038416,             0.93406,              0.9138,             0.94551,             0.74553,            0.017471,           0.0041939,           0.0031537,            0.005446,            0.005446,            0.005446
                  71,            0.022904,           0.0081983,           0.0037939,             0.93091,             0.91615,             0.94596,             0.75056,            0.017499,           0.0041593,           0.0032202,             0.00538,             0.00538,             0.00538
                  72,            0.022936,           0.0083018,           0.0037612,             0.93226,             0.90748,             0.94373,             0.74443,            0.017715,           0.0042519,           0.0033504,            0.005314,            0.005314,            0.005314
                  73,            0.022915,            0.008165,             0.00385,             0.91775,             0.90842,              0.9454,              0.7388,            0.018135,           0.0042276,            0.003407,            0.005248,            0.005248,            0.005248
                  74,            0.022678,           0.0082344,            0.003789,             0.92558,             0.91303,             0.94096,              0.7369,            0.018054,           0.0042739,           0.0033339,            0.005182,            0.005182,            0.005182
                  75,             0.02279,           0.0082745,           0.0038533,             0.93156,             0.90718,             0.94337,             0.74301,            0.017672,           0.0041837,           0.0034009,            0.005116,            0.005116,            0.005116
                  76,            0.022335,           0.0081381,           0.0037802,             0.92629,             0.90845,             0.94101,             0.73926,              0.0178,           0.0041962,           0.0033638,             0.00505,             0.00505,             0.00505
                  77,             0.02277,           0.0082206,           0.0037971,             0.92699,             0.91312,             0.94352,             0.74246,            0.017568,           0.0040961,           0.0034252,            0.004984,            0.004984,            0.004984
                  78,            0.022574,           0.0082294,           0.0037925,             0.93379,             0.90644,             0.94061,             0.73789,            0.017718,           0.0042383,           0.0034334,            0.004918,            0.004918,            0.004918
                  79,            0.022193,           0.0081401,           0.0036653,               0.917,             0.90731,             0.94139,             0.74268,            0.017652,           0.0041882,           0.0032045,            0.004852,            0.004852,            0.004852
                  80,            0.022264,           0.0080601,           0.0037912,             0.92041,             0.91143,             0.94426,             0.74697,            0.017395,           0.0040866,           0.0032988,            0.004786,            0.004786,            0.004786
                  81,            0.022046,           0.0080736,           0.0037029,             0.92846,               0.913,             0.94415,             0.74431,            0.017409,           0.0040574,           0.0031757,             0.00472,             0.00472,             0.00472
                  82,            0.022106,           0.0079947,           0.0036219,             0.93532,             0.91496,             0.94358,             0.75093,            0.017013,           0.0040516,            0.003165,            0.004654,            0.004654,            0.004654
                  83,            0.022021,           0.0080518,           0.0036868,             0.94221,             0.91292,             0.94375,             0.74934,            0.017192,           0.0040598,           0.0032322,            0.004588,            0.004588,            0.004588
                  84,            0.021991,           0.0079816,           0.0035117,             0.92957,             0.92263,             0.94848,             0.75613,            0.016884,           0.0040746,           0.0031137,            0.004522,            0.004522,            0.004522
                  85,            0.021749,           0.0078735,           0.0035925,             0.93364,             0.91391,             0.94845,             0.75419,            0.017068,           0.0040345,            0.003183,            0.004456,            0.004456,            0.004456
                  86,            0.021472,           0.0078094,           0.0034655,             0.92867,             0.91789,             0.94586,              0.7452,            0.017592,           0.0040638,           0.0032573,             0.00439,             0.00439,             0.00439
                  87,            0.021458,           0.0077546,            0.003512,             0.93167,             0.91136,             0.94392,             0.74975,            0.017086,           0.0040267,           0.0031402,            0.004324,            0.004324,            0.004324
                  88,            0.021496,           0.0078707,           0.0034463,             0.93538,             0.91667,             0.94488,              0.7503,            0.017027,           0.0040181,           0.0031154,            0.004258,            0.004258,            0.004258
                  89,            0.021182,           0.0077616,           0.0034686,             0.92286,             0.90999,             0.94349,             0.75309,            0.016803,           0.0040216,           0.0030713,            0.004192,            0.004192,            0.004192
                  90,            0.021333,           0.0077692,           0.0035374,             0.94019,             0.91077,             0.94316,             0.75327,            0.016941,           0.0040724,           0.0031141,            0.004126,            0.004126,            0.004126
                  91,            0.021086,           0.0077389,           0.0035145,             0.94414,             0.91243,             0.94479,             0.75373,            0.016964,           0.0040246,           0.0031994,             0.00406,             0.00406,             0.00406
                  92,            0.021379,            0.007791,             0.00348,             0.93848,             0.91656,             0.94579,             0.75532,             0.01691,           0.0040491,           0.0030949,            0.003994,            0.003994,            0.003994
                  93,            0.021032,           0.0077115,           0.0033709,             0.94082,              0.9174,              0.9458,             0.75717,            0.016659,           0.0039859,           0.0030714,            0.003928,            0.003928,            0.003928
                  94,            0.021108,           0.0076902,           0.0034212,             0.94088,             0.91573,             0.94473,             0.75599,            0.016811,            0.003982,           0.0032013,            0.003862,            0.003862,            0.003862
                  95,            0.020865,           0.0076952,           0.0033881,             0.93969,             0.91664,              0.9424,             0.75583,            0.016698,            0.003964,           0.0032792,            0.003796,            0.003796,            0.003796
                  96,            0.020706,           0.0076186,           0.0033156,             0.94097,             0.91392,             0.94317,              0.7557,            0.016626,           0.0039901,           0.0032552,             0.00373,             0.00373,             0.00373
                  97,            0.020654,           0.0075248,            0.003395,             0.93976,             0.90746,             0.94236,             0.75582,            0.016534,           0.0040132,           0.0032616,            0.003664,            0.003664,            0.003664
                  98,            0.020677,           0.0075711,           0.0032514,              0.9403,             0.90789,             0.94572,             0.75743,            0.016597,           0.0039578,           0.0032821,            0.003598,            0.003598,            0.003598
                  99,            0.020581,           0.0075807,           0.0033312,             0.94335,             0.91116,             0.94747,             0.76081,            0.016524,           0.0039398,           0.0031774,            0.003532,            0.003532,            0.003532
                 100,            0.020671,           0.0075824,           0.0032784,             0.95087,             0.91105,             0.94742,             0.75673,            0.016619,           0.0039719,           0.0031383,            0.003466,            0.003466,            0.003466
                 101,            0.020355,           0.0074884,           0.0032847,              0.9447,             0.91199,             0.94631,             0.75917,            0.016544,           0.0039902,           0.0030981,              0.0034,              0.0034,              0.0034
                 102,            0.020308,           0.0074364,           0.0032769,             0.94302,             0.90837,             0.94339,             0.75648,            0.016676,           0.0040164,           0.0031493,            0.003334,            0.003334,            0.003334
                 103,            0.020135,           0.0074568,           0.0032414,             0.93483,             0.90965,              0.9446,             0.75945,            0.016596,            0.003994,           0.0031369,            0.003268,            0.003268,            0.003268
                 104,             0.02019,           0.0074295,           0.0033102,             0.93108,             0.91625,             0.94624,             0.75874,            0.016625,           0.0039894,           0.0031375,            0.003202,            0.003202,            0.003202
                 105,            0.020102,           0.0074292,           0.0031155,             0.93861,             0.91273,             0.94885,             0.76315,            0.016413,           0.0039245,           0.0030867,            0.003136,            0.003136,            0.003136
                 106,            0.019995,           0.0074793,           0.0031725,             0.94504,              0.9084,             0.95073,             0.76382,            0.016413,           0.0039609,           0.0031161,             0.00307,             0.00307,             0.00307
                 107,            0.019982,           0.0074347,           0.0031075,             0.94644,             0.91197,             0.94672,             0.76274,            0.016355,            0.003927,           0.0031115,            0.003004,            0.003004,            0.003004
                 108,            0.019819,           0.0073651,           0.0031789,             0.94647,             0.91199,             0.94684,             0.76234,            0.016528,            0.003979,            0.003057,            0.002938,            0.002938,            0.002938
                 109,            0.019734,           0.0073576,           0.0030769,             0.94198,              0.9113,             0.94542,             0.76089,            0.016605,           0.0039886,           0.0031108,            0.002872,            0.002872,            0.002872
                 110,            0.019716,           0.0072362,           0.0030507,             0.94567,             0.90984,             0.94622,             0.76288,            0.016439,           0.0039635,           0.0030937,            0.002806,            0.002806,            0.002806
                 111,            0.019601,           0.0071816,           0.0031413,             0.94597,             0.91392,             0.94725,             0.76806,            0.016338,           0.0039541,           0.0030704,             0.00274,             0.00274,             0.00274
                 112,            0.019433,           0.0072298,           0.0030874,             0.94358,             0.91389,             0.94839,             0.76809,            0.016242,           0.0039128,           0.0029841,            0.002674,            0.002674,            0.002674
                 113,            0.019347,           0.0072297,           0.0030554,             0.94153,             0.91584,             0.94856,             0.77072,            0.016078,            0.003896,           0.0030314,            0.002608,            0.002608,            0.002608
                 114,            0.019376,           0.0072039,            0.003105,             0.94535,             0.90736,             0.94669,             0.76778,            0.016146,           0.0038987,           0.0030491,            0.002542,            0.002542,            0.002542
                 115,            0.019259,           0.0071022,           0.0030322,             0.93986,             0.91756,             0.94909,             0.76791,             0.01624,           0.0038854,           0.0029851,            0.002476,            0.002476,            0.002476
